T05,Proportion of seats held by women in national parliament,,,,,,,
Region/Country/Area,,Year,Series,Last Election Date,Last Election Date footnote,Value,Footnotes,Source
368,Iraq,2015,"Seats held by women in national parliament, as of February (%)",2018-05,,26.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
368,Iraq,2016,"Seats held by women in national parliament, as of February (%)",2018-05,,26.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
368,Iraq,2017,"Seats held by women in national parliament, as of February (%)",2018-05,,25.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
368,Iraq,2018,"Seats held by women in national parliament, as of February (%)",2018-05,,25.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
368,Iraq,2019,"Seats held by women in national parliament, as of February (%)",2018-05,,25.2300,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
372,Ireland,1990,"Seats held by women in national parliament, as of February (%)",2016-02,,7.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
372,Ireland,2000,"Seats held by women in national parliament, as of February (%)",2016-02,,12.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
372,Ireland,2005,"Seats held by women in national parliament, as of February (%)",2016-02,,13.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
372,Ireland,2010,"Seats held by women in national parliament, as of February (%)",2016-02,,13.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
372,Ireland,2015,"Seats held by women in national parliament, as of February (%)",2016-02,,16.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
372,Ireland,2016,"Seats held by women in national parliament, as of February (%)",2016-02,,16.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
372,Ireland,2017,"Seats held by women in national parliament, as of February (%)",2016-02,,22.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
372,Ireland,2018,"Seats held by women in national parliament, as of February (%)",2016-02,,22.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
372,Ireland,2019,"Seats held by women in national parliament, as of February (%)",2016-02,,22.1500,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
376,Israel,1990,"Seats held by women in national parliament, as of February (%)",2015-03,,6.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
376,Israel,2000,"Seats held by women in national parliament, as of February (%)",2015-03,,11.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
376,Israel,2005,"Seats held by women in national parliament, as of February (%)",2015-03,,15.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
376,Israel,2010,"Seats held by women in national parliament, as of February (%)",2015-03,,19.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
376,Israel,2015,"Seats held by women in national parliament, as of February (%)",2015-03,,22.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
376,Israel,2016,"Seats held by women in national parliament, as of February (%)",2015-03,,26.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
376,Israel,2017,"Seats held by women in national parliament, as of February (%)",2015-03,,27.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
376,Israel,2018,"Seats held by women in national parliament, as of February (%)",2015-03,,27.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
376,Israel,2019,"Seats held by women in national parliament, as of February (%)",2015-03,,29.1700,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
380,Italy,1990,"Seats held by women in national parliament, as of February (%)",2018-03,,12.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
380,Italy,2000,"Seats held by women in national parliament, as of February (%)",2018-03,,11.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
380,Italy,2005,"Seats held by women in national parliament, as of February (%)",2018-03,,11.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
380,Italy,2010,"Seats held by women in national parliament, as of February (%)",2018-03,,21.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
380,Italy,2015,"Seats held by women in national parliament, as of February (%)",2018-03,,31.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
380,Italy,2016,"Seats held by women in national parliament, as of February (%)",2018-03,,31.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
380,Italy,2017,"Seats held by women in national parliament, as of February (%)",2018-03,,31.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
380,Italy,2018,"Seats held by women in national parliament, as of February (%)",2018-03,,31.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
380,Italy,2019,"Seats held by women in national parliament, as of February (%)",2018-03,,35.7100,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
388,Jamaica,1990,"Seats held by women in national parliament, as of February (%)",2016-02,,5.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
388,Jamaica,2000,"Seats held by women in national parliament, as of February (%)",2016-02,,13.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
388,Jamaica,2005,"Seats held by women in national parliament, as of February (%)",2016-02,,11.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
388,Jamaica,2010,"Seats held by women in national parliament, as of February (%)",2016-02,,13.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
388,Jamaica,2015,"Seats held by women in national parliament, as of February (%)",2016-02,,12.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
388,Jamaica,2016,"Seats held by women in national parliament, as of February (%)",2016-02,,12.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
