[T25.],Index of Industrial Production,,,,,
392,Japan,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2014,87.2,Excluding pharmaceutical products.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Basic metals (Index base: 2005=100),2007,105.5,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Basic metals (Index base: 2005=100),2008,102.4,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Basic metals (Index base: 2005=100),2009,73.7,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Basic metals (Index base: 2005=100),2010,93.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Basic metals (Index base: 2005=100),2011,89.8,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Basic metals (Index base: 2005=100),2012,90.4,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Basic metals (Index base: 2005=100),2013,90.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Basic metals (Index base: 2005=100),2014,91.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2007,111.3,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2008,107.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2009,76.6,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2010,93.7,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2011,90.3,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2012,91.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2013,89.3,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2014,92.8,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2007,103.9,Data refers to electricity and gas only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2008,104.7,Data refers to electricity and gas only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2009,97.0,Data refers to electricity and gas only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2010,103.1,Data refers to electricity and gas only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2011,98.8,Data refers to electricity and gas only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2012,99.2,Data refers to electricity and gas only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
392,Japan,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2013,97.6,Data refers to electricity and gas only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
