T03,Population and rates of growth in urban areas and capital cities,,,,,,,
Region/Country/Area,,Year,Series,Capital City,Capital City footnote,Value,Footnotes,Source
496,Mongolia,2005,Urban population (percent),,,62.5,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
496,Mongolia,2005,Urban population (percent growth rate per annum),,,2.8,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
496,Mongolia,2005,Rural population (percent growth rate per annum),,,-1.6,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
496,Mongolia,2005,Capital city population (thousands),Ulaanbaatar,,933,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
496,Mongolia,2005,Capital city population (as a percentage of total population),Ulaanbaatar,,36.9,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
496,Mongolia,2005,Capital city population (as a percentage of total urban population),Ulaanbaatar,,59.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
496,Mongolia,2010,Urban population (percent),,,67.6,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
496,Mongolia,2010,Urban population (percent growth rate per annum),,,3.0,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
496,Mongolia,2010,Rural population (percent growth rate per annum),,,-1.5,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
496,Mongolia,2010,Capital city population (thousands),Ulaanbaatar,,"1,138",,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
496,Mongolia,2010,Capital city population (as a percentage of total population),Ulaanbaatar,,41.9,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
496,Mongolia,2010,Capital city population (as a percentage of total urban population),Ulaanbaatar,,62.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
496,Mongolia,2015,Urban population (percent),,,68.2,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
496,Mongolia,2015,Urban population (percent growth rate per annum),,,2.1,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
496,Mongolia,2015,Rural population (percent growth rate per annum),,,1.4,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
496,Mongolia,2015,Capital city population (thousands),Ulaanbaatar,,"1,365",,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
496,Mongolia,2015,Capital city population (as a percentage of total population),Ulaanbaatar,,45.8,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
496,Mongolia,2015,Capital city population (as a percentage of total urban population),Ulaanbaatar,,67.2,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
496,Mongolia,2018,Urban population (percent),,,68.4,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
496,Mongolia,2018,Capital city population (thousands),Ulaanbaatar,,"1,520",,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
499,Montenegro,2005,Urban population (percent),,,62.5,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
499,Montenegro,2005,Urban population (percent growth rate per annum),,,1.4,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
499,Montenegro,2005,Rural population (percent growth rate per annum),,,-1.9,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
499,Montenegro,2010,Urban population (percent),,,64.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
499,Montenegro,2010,Urban population (percent growth rate per annum),,,0.8,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
499,Montenegro,2010,Rural population (percent growth rate per annum),,,-0.7,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
499,Montenegro,2015,Urban population (percent),,,65.8,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
499,Montenegro,2015,Urban population (percent growth rate per annum),,,0.6,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
499,Montenegro,2015,Rural population (percent growth rate per annum),,,-0.8,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
499,Montenegro,2018,Urban population (percent),,,66.8,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
499,Montenegro,2018,Capital city population (thousands),Podgorica,,177,Refers to the urban population of Podgorica municipality.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
500,Montserrat,2005,Urban population (percent),,,9.3,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
500,Montserrat,2005,Urban population (percent growth rate per annum),,,29.3,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
500,Montserrat,2005,Rural population (percent growth rate per annum),,,-2.3,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
500,Montserrat,2010,Urban population (percent),,,9.2,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
500,Montserrat,2010,Urban population (percent growth rate per annum),,,0.3,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
500,Montserrat,2010,Rural population (percent growth rate per annum),,,0.7,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
